time,j0,j1,j2,j3,j4,j5,j6
0.610672,-1.419987,-0.592886,0.473542,0.426721,-0.162045,-1.649874,0.528254
0.614671,0.556925,-1.667915,2.751924,0.180716,2.777770,-0.487646,-0.252586
0.616675,-1.526400,0.686600,1.069652,0.188130,2.756927,0.270049,-1.426788
0.618673,1.134901,-1.352668,-1.183686,-0.063931,0.349214,-1.412966,0.327034
0.620678,-4.865765,0.005865,-1.486261,0.196873,-4.048673,1.174744,0.313179
0.622673,2.601076,0.161810,-1.183507,0.007410,-3.209245,-1.692499,-1.199736
0.624675,-0.126274,-0.653368,0.917262,0.302123,3.839429,-1.124365,-0.006017
0.626706,-3.598817,-0.789806,-0.217963,0.110272,1.220531,1.525380,1.138188
0.630677,0.378035,-0.468568,2.629785,-0.056664,1.221034,-2.458820,-1.651236
0.632680,3.397866,0.133898,-2.299358,0.709127,-0.989695,-1.156434,0.364297
0.634676,-4.191960,-1.900353,2.333257,0.615061,1.133066,1.505620,1.865360
0.636675,0.594986,-0.333478,-0.580340,0.710472,-0.929699,-1.458392,-2.164235
0.638673,1.377937,0.238291,0.887667,0.891975,1.110571,-1.062268,-0.227314
0.640716,-4.309813,-1.624098,-2.363258,0.812934,-0.531789,0.585256,1.013094
0.644680,2.185014,-0.400232,-0.839531,1.668246,2.685949,-1.698859,-1.007958
0.646675,2.741009,-0.093676,-0.503870,1.202188,-0.394621,-1.184315,-0.742249
0.648684,-3.924387,-1.161885,-0.211487,1.033623,-1.275043,-1.584096,1.273808
0.650673,1.612936,0.280898,2.522531,0.781459,-0.923416,1.136274,-0.867395
0.652674,-1.761600,-0.329232,-1.955565,1.108901,-0.025566,-0.532458,-1.320319
0.654689,0.651449,-0.325241,2.833263,0.741083,1.441742,-3.074877,0.548761
0.658682,0.617146,-0.288815,-0.341025,0.602257,1.427564,0.217727,1.159268
0.660676,-0.569014,-2.236045,0.020115,0.995076,0.890863,-0.533699,-1.248533
0.662681,-0.503211,0.282670,-2.639863,0.348654,-2.532364,0.316232,-1.222483
0.664673,-1.803199,-0.447604,-0.882934,0.498810,1.961824,-2.567429,1.819292
0.666674,-1.440537,-2.101178,0.114205,-0.383027,-1.992311,0.301109,-0.847501
0.668680,0.867767,-0.452754,0.502493,0.494465,2.938742,1.094431,-1.708704
0.672682,1.035524,0.123145,2.885740,0.400896,-1.631437,1.214855,1.616942
0.674675,-0.980399,-1.486444,-2.622761,0.399447,1.444846,-1.465504,-0.349146
0.676675,-2.461108,-0.884431,2.775702,-0.072230,0.416058,-2.380015,0.631196
0.678674,-2.851513,-0.197618,-1.184553,0.376523,1.870511,-0.887684,-1.733873
0.680673,1.291776,-1.248628,0.659484,-0.499278,-0.090422,-0.031687,1.317561
0.684674,-3.419943,-0.824713,-1.752260,0.867540,-1.006758,1.755801,1.946563
0.686678,1.564582,0.488099,-0.888507,0.307111,0.119366,-1.525985,-2.919278
0.688681,-2.150178,-0.105511,-0.182270,0.882666,1.706505,0.273506,-0.950502
0.690678,-0.700710,-1.224448,0.619663,0.607483,1.563810,-2.689093,2.086711
0.692678,-0.169160,-1.242185,2.711181,0.821984,-3.814029,-1.089074,-1.662960
0.694675,0.353626,1.230376,-1.652509,0.802461,-0.123758,-0.912704,-0.341914
0.696781,-2.085024,-1.593736,1.493723,0.949571,3.349619,0.824076,-1.515551
0.700673,2.918438,0.634216,-0.091331,0.656475,0.969200,0.528416,1.819587
0.702677,-1.374130,0.130522,0.057664,1.338202,-1.512214,-1.793294,-0.200575
0.704673,-0.493367,-2.216100,-2.085537,0.144252,-1.853249,-0.732914,-2.779100
0.706674,0.183827,0.609881,-0.104734,1.338269,3.186572,-1.607614,0.822134
0.708674,1.885731,-1.847597,-0.435214,0.921059,3.104473,-0.511422,-1.305798
0.710698,-2.878187,-0.141766,0.277897,1.130137,-3.663292,-0.426146,0.713240
0.714675,3.609100,0.965165,2.385703,0.462472,0.884852,-0.472125,-2.169508
0.716681,-1.291262,-0.889170,-1.006650,0.912860,0.033806,-0.182562,0.066775
0.718677,-0.216222,0.618160,1.038623,1.118471,-0.913108,-0.424798,0.857306
0.720675,-2.445105,-0.699936,-0.492502,-0.564990,1.512498,1.246274,2.190445
0.722677,1.865473,-1.720237,0.765485,0.152582,0.964511,-3.144160,-0.282327
0.724690,-0.826199,0.204577,-1.620525,0.805735,2.255821,2.188607,-0.980780
0.728683,-1.070538,0.931953,-0.579830,-0.150407,-4.351909,-0.973735,1.108299
0.730669,0.187408,-1.929076,0.171983,-0.863921,0.396623,-0.669664,0.605645
