time,j0,j1,j2,j3,j4,j5,j6
0.414839,-0.365692,-0.303078,-0.183579,-0.087139,-0.699504,-0.040109,-0.102963
0.416817,-0.366771,-0.304389,-0.183633,-0.086133,-0.699350,-0.041103,-0.103512
0.418798,-0.367833,-0.305685,-0.183749,-0.085121,-0.699188,-0.042086,-0.103900
0.420815,-0.368923,-0.306964,-0.183828,-0.084106,-0.699017,-0.043071,-0.104345
0.422824,-0.369996,-0.308235,-0.183882,-0.083090,-0.698840,-0.044055,-0.104818
0.424815,-0.371053,-0.309495,-0.183998,-0.082074,-0.698678,-0.045040,-0.105302
0.426793,-0.372099,-0.310796,-0.184077,-0.081058,-0.698509,-0.046025,-0.105793
0.428817,-0.373174,-0.312084,-0.184131,-0.080208,-0.698310,-0.047009,-0.106287
0.430859,-0.374275,-0.313358,-0.184247,-0.079244,-0.698129,-0.047994,-0.106782
0.432798,-0.375317,-0.314624,-0.184248,-0.078085,-0.697942,-0.049216,-0.107277
0.434812,-0.376348,-0.315881,-0.184249,-0.077190,-0.697749,-0.050216,-0.107773
0.436810,-0.377452,-0.317179,-0.184406,-0.076207,-0.697551,-0.050956,-0.108143
0.438817,-0.378537,-0.318464,-0.184514,-0.075210,-0.697348,-0.052160,-0.108575
0.440813,-0.379604,-0.319736,-0.184510,-0.074369,-0.697163,-0.053168,-0.109168
0.442804,-0.380659,-0.321046,-0.184585,-0.073229,-0.696951,-0.054141,-0.109711
0.444831,-0.381702,-0.322341,-0.184715,-0.072183,-0.696735,-0.055356,-0.110106
0.446816,-0.382775,-0.323577,-0.184726,-0.071332,-0.696516,-0.056360,-0.110550
0.448827,-0.383833,-0.324854,-0.184734,-0.070179,-0.696294,-0.057347,-0.111023
0.450801,-0.384880,-0.326170,-0.184817,-0.069133,-0.696069,-0.058332,-0.111505
0.452821,-0.385955,-0.327423,-0.184952,-0.068289,-0.695820,-0.059316,-0.111997
0.454807,-0.387017,-0.328670,-0.185046,-0.067319,-0.695594,-0.060301,-0.112366
0.456817,-0.388065,-0.329958,-0.185031,-0.066315,-0.695365,-0.061285,-0.112920
0.458851,-0.389142,-0.331236,-0.185100,-0.065302,-0.695112,-0.062270,-0.113448
0.460799,-0.390205,-0.332503,-0.185147,-0.064086,-0.694881,-0.063449,-0.113837
0.462819,-0.391255,-0.333763,-0.185179,-0.063033,-0.694626,-0.064480,-0.114279
0.464804,-0.392294,-0.335016,-0.185279,-0.062203,-0.694372,-0.065464,-0.114747
0.466803,-0.393363,-0.336308,-0.185348,-0.061227,-0.694118,-0.066646,-0.115229
0.468858,-0.394420,-0.337590,-0.185396,-0.060219,-0.693842,-0.067673,-0.115718
0.470814,-0.395464,-0.338860,-0.185428,-0.059204,-0.693590,-0.068667,-0.116210
0.472855,-0.396537,-0.340123,-0.185451,-0.058188,-0.693317,-0.069653,-0.116704
0.474813,-0.397597,-0.341378,-0.185544,-0.057171,-0.693045,-0.070638,-0.117082
0.476829,-0.398644,-0.342672,-0.185608,-0.056155,-0.692775,-0.071623,-0.117514
0.478811,-0.399682,-0.343954,-0.185652,-0.055362,-0.692485,-0.072782,-0.118096
